	ST-00010415_t1	ST-00010421_t1	ST-00010421_t2	ST-00011458_t1	ST-00011458_t2	ST-00044885_t1	ST-00044885_t2	ST-00057286_t1	ST-00057286_t2	ST-00057532_t1	ST-00060623_t1	ST-00060623_t2	ST-00062958_t1	ST-00062958_t2	ST-00128432_t1	ST-00128432_t2	ST-00286016_t1	ST-00286016_t2	ST-00286572_t2	ST-00287578_t1	ST-00287578_t2	ST-00295414_t1	ST-00295414_t2	ST-00319255_t1	ST-00319255_t2	ST-00339988_t2	ST-00360236_t2	ST-00525539_t1	ST-00525539_t2	ST-00531850_t1	ST-00531850_t2	ST-00597582_t1	ST-00597582_t2	ST-00611296_t1	ST-00611296_t2	ST-00622319_t1	ST-00622319_t2	ST-00624870_t1	ST-00624870_t2	ST-00630737_t1	ST-00632345_t2	ST-00641613_t2	ST-00648002_t1	ST-00648002_t2	ST-00651926_t2	ST-00705243_t1	ST-00705243_t2	ST-00708220_t1	ST-00708220_t2	ST-00709819_t1	ST-00709819_t2	ST-00723045_t1	ST-00723045_t2	ST-00731125_t1	ST-00732959_t1	ST-00732959_t2	ST-00739471_t1	ST-00739471_t2	ST-00745902_t2
TAG[FA22:4]	4.4599	9.5759	6.1274	2.314	2.4192	2.4504	2.2296	1.2512	2.6697	3.125	2.9941	1.866	4.1228	3.7729	8.1183	3.9636	3.5254	3.2576	5.5741	1.2452	2.1778	6.0257	6.3842	4.9787	4.3683	5.8764	6.6301	5.5318	10.4908	5.5461	6.3336	3.6765	2.798	3.274	2.4548	1.6369	2.076	1.7119	2.1545	2.0604	7.8152	7.6379	3.0871	1.41	6.2602	5.083	5.2439	2.6475	2.2756	3.8307	3.7902	1.8996	1.6756	10.7737	5.6124	6.0285	5.2498	2.5206	2.8616
DAG[FA20:1]	0.0972	0.1696	0.1569	0.0658	0.0563	0.0676	0.0767	0.0723	0.0873	0.0936	0.0951	0.0991	0.1127	0.0586	0.2075	0.1121	0.0876	0.0677	0.2197	0.1102	0.0914	0.1425	0.1168	0.1192	0.1463	0.1048	0.1802	0.131	0.2323	0.134	0.172	0.0981	0.0711	0.1363	0.195	0.038	0.0445	0.0471	0.0526	0.0538	0.1496	0.1771	0.0596	0.0538	0.091	0.1015	0.1079	0.0557	0.0635	0.0907	0.0916	0.0445	0.0397	0.129	0.1176	0.1063	0.1273	0.0597	0.1022
CE[FA20:5]	27.9244	24.5453	69.9393	9.1696	10.7382	40.4366	48.7825	22.8097	32.5592	8.263	9.4309	28.6202	12.7123	17.2827	45.5442	149.1448	19.4545	22.1839	44.0719	5.5798	5.4046	18.5508	17.28	7.0837	6.1295	44.1912	15.269	9.3348	10.1621	21.842	24.6155	21.3979	18.8273	79.0706	69.2279	8.5302	9.1789	61.6368	37.6035	13.9431	28.8945	23.2314	25.7424	18.1014	23.451	15.8697	16.9103	13.6542	16.9304	20.0681	21.1944	14.0965	13.2087	13.1222	40.1395	40.4039	42.3351	35.2973	9.4799
FFA[FA16:1]	7.934	10.3159	8.7636	4.8298	8.7498	9.6126	23.0213	5.6519	11.0582	7.2582	28.3539	10.1192	34.6811	26.0814	11.4736	5.4996	26.4491	24.8158	4.7211	53.9117	38.0166	9.9546	8.0131	20.7694	19.1744	34.3238	45.8626	29.7315	8.4692	22.5821	24.3102	22.0326	30.1052	7.147	4.7539	11.2925	9.9027	10.6986	10.9989	38.1583	19.4569	14.0366	30.5759	7.337999999999999	5.404	4.8669	7.3349	9.0699	7.5847	22.9055	17.542	6.4877	21.1002	16.3741	17.8488	6.3547	24.5161	38.3474	8.177
PE[FA16:0]	34.1028	52.0865	42.4649	32.8296	34.7566	40.2778	52.3219	34.0467	33.8901	37.8541	30.1217	27.0028	27.7814	27.6274	42.5509	41.19300000000001	55.4706	54.0091	65.8215	33.3547	30.2035	34.5063	43.3925	45.0359	51.4588	41.3285	44.1778	31.3167	39.0986	40.8481	48.6272	56.3983	46.097	31.7178	29.8122	28.1335	29.7291	39.6782	43.4078	38.2922	56.9541	55.1305	44.3295	37.778	51.5037	32.3446	32.6666	23.5648	27.9925	29.3201	47.7475	33.4399	37.6113	57.1419	45.5139	61.9452	42.6509	33.3508	30.9766
CER[FA24:1]	0.4246	0.7216	0.5729	0.51	0.5132	0.4394	0.5636	0.3681	0.4508	0.6154	0.562	0.5427	0.7263	0.7248	0.6913	0.5835	0.4161	0.3585	0.7968	0.4958	0.5662	0.7406	0.6275	0.8186	1.0385	0.6878	0.9118	0.6031	0.6377	0.4511	0.6358	0.6099	0.6225	0.7975	0.5573	0.2718	0.3182	0.7396	0.763	0.3705	0.8719	0.6451	1.0581	0.6585	0.6539	0.5799	0.5955	0.3938	0.3599	0.8445	0.8335	0.3162	0.3366	0.7182	0.6413	0.5185	0.6346	0.5985	0.7293
FFA[FA22:5]	4.7509	3.7458	4.7947	3.2282	3.5038	4.5759	5.3141	5.5879	4.8832	3.5857	4.8862	5.1429	4.4276	3.7323	4.6496	4.4705	5.727	4.6424	5.0234	5.2066	4.3395	3.7147	5.1924	3.5531	3.6928	5.7203	3.6242	6.9474	4.2037	4.0328	4.5224	4.8265	4.7507	4.6624	4.6788	4.4565	4.1138	4.1513	3.9976	6.6494	4.2255	3.525	4.738	3.6687	4.3508	3.5088	3.5796	4.6614	4.4069	4.6676	4.2641	3.5882	3.7048	4.4071	4.7615	4.4948	5.2212	5.5655	5.0295
TAG[FA18:3]	101.0632	157.0065	136.726	135.0329	81.8773	54.9877	45.6671	55.2016	73.1135	49.2565	46.9412	47.4859	82.3827	77.654	122.2376	122.9592	43.7893	43.4662	95.7944	22.2819	52.1249	162.5381	127.4268	105.2308	105.3119	71.992	118.1266	85.2986	159.9978	55.5308	64.4473	60.2486	45.0626	131.502	79.3889	46.0711	49.4552	22.1186	23.24	33.929	198.7907	110.0204	23.9352	25.9398	56.9032	54.2178	60.0817	53.6261	47.3809	66.53	61.8274	75.7974	51.2906	138.7332	91.603	156.7915	51.0922	19.8479	49.486
PC[FA12:0]	0.9013	1.694	1.6009	1.1198	1.4307	1.3407	1.0583	0.13165	0.13165	0.5899	1.4515	2.4208	0.5442	0.5813	1.9165	2.7404	0.5248	1.6969	2.0423	0.6023	0.7518	0.3161	0.5816	1.0359	0.7195	0.5047	1.383	0.6953	0.8569	1.3695	1.0727	1.1156	1.9603	1.9946	1.6926	0.6889	0.5478	0.6164	0.4819	0.13165	2.3409	2.1561	2.9069	1.0055	0.99	0.13165	0.13165	0.2806	0.8029	0.8255	0.905	0.5452	0.6432	0.5814	1.39	1.7582	2.402	0.6803	0.13165
Total[FA16:1]	185.5674	379.9526	251.0576	264.2258	327.1809	205.8856	222.7845	88.6924	149.035	328.1075	203.1185	165.4948	268.0724	259.4926	449.08	303.3597	235.5514	216.4578	244.2205	233.6326	298.0468	343.237	266.1591	461.2278	427.6843	503.1575	581.2086	358.2593	478.4506	363.0286	364.3805	345.691	286.4053	207.5278	126.8119	171.05900000000003	262.3251	216.7356	183.0793	284.1721	525.6443	492.7168	233.5015	137.3521	233.4859	180.975	211.3724	135.8711	100.6964	266.8381	278.8258	138.6851	130.069	487.1095	355.6019	351.3609	468.8516	289.2591	175.9265
PI[FA20:4]	21.6763	29.7821	21.1087	25.91	23.0702	18.2689	22.6894	12.5685	17.8522	26.7021	16.4287	14.405	22.1415	28.0498	36.9562	27.104	48.8804	32.6342	14.7626	25.8901	26.7665	31.3172	34.962	23.2738	20.63	25.3307	32.5042	20.3664	27.4227	24.4059	25.0509	29.0298	25.9369	18.9633	17.3752	18.5512	16.6918	21.6025	17.005	38.3019	30.4554	21.1501	34.6543	24.4708	21.2421	17.4952	19.9979	20.1743	16.5227	25.2001	29.9164	26.0568	29.9844	27.0851	29.3907	25.7941	24.4532	22.9348	25.2447
SM[FA26:1]	0.3962	0.6068	0.5232	0.4981	0.6511	0.5233	0.6309	0.3834	0.4223	0.5535	0.5275	0.4382	0.5259	0.5503	0.5883	0.5043	0.5294	0.5443	0.487	0.5512	0.5342	0.4664	0.5098	0.4308	0.4392	0.5996	0.628	0.4573	0.3596	0.3616	0.4468	0.6742	0.7691	0.6625	0.5588	0.5288	0.5196	0.9527	0.7818	0.4533	0.645	0.5166	0.9424	0.7317	0.7356	0.4399	0.3764	0.4915	0.495	0.597	0.5625	0.5196	0.5739	0.5002	0.4248	0.4445	0.6525	0.7172	0.5333
TAG[FA18:2]	706.3245	1387.191	992.0283	1012.112	672.6586	335.7445	436.3614	420.2402	606.484	537.9911	445.2978	333.07	632.9862	667.2018	1010.383	1035.819	372.7082	380.1673	930.7251	313.1927	517.1466	1312.6170000000004	1063.477	861.7883	998.0508	610.1769	1255.734	844.8675	1645.2620000000004	481.8998	537.1506	560.4727	357.6657	959.454	749.6737	310.0684	354.5041	142.7517	163.9642	238.1766	1202.445	942.1608	326.7666	270.8608	546.8977	507.2983	546.8241	448.7778	350.8944	565.0314	513.591	490.9733	338.6801	1450.726	831.1976	999.9329	430.0723	178.6836	466.533
LPC[FA20:3]	1.4696	2.3480000000000003	1.1624	2.8061	2.315	1.0507	1.1352	0.6997	0.8927	1.6061	1.1881	2.2155	1.2737	1.9655	2.0407	1.3804	1.9585	1.3664	2.3091	2.1087	1.0931	2.0499	2.4528	1.291	1.673	2.0789	1.7678	1.9477	2.4764	2.4002	2.0914	2.2765	1.7481	0.6433	0.5772	2.488	2.1859	1.2062	1.0414	2.2026	2.6908	3.2164	0.9608	1.3768	1.1474	1.1705	1.5539	0.9569	1.327	1.7368	1.9259	1.9501	2.4632	2.2897	1.9064	2.3819	3.9523	2.3886	1.82
DAG[FA20:0]	0.0539	0.263	0.0542	0.1803	0.0786	0.1932	0.131	0.0617	0.0765	0.0719	0.0713	0.0772	0.1152	0.0472	0.0538	0.085	0.126	0.1011	0.1618	0.1392	0.1393	0.1519	0.1856	0.1379	0.095	0.227	0.1196	0.1026	0.1449	0.1991	0.1615	0.136	0.1953	0.01925	0.01925	0.1285	0.1433	0.1615	0.1505	0.0863	0.2652	0.1425	0.01925	0.01925	0.1245	0.01925	0.01925	0.0502	0.0912	0.1559	0.0658	0.118	0.0449	0.2862	0.1468	0.1654	0.1623	0.1135	0.1379
Total[FA18:0]	1070.53	1569.572	1054.093	1335.128	1258.734	1090.112	1154.7910000000004	862.4242	1074.843	1115.979	922.991	882.2491	1037.337	1188.061	1549.839	1492.591	1338.41	1287.975	1251.065	1183.265	1143.765	1342.536	1315.352	1287.668	1222.82	1221.076	1436.358	1248.274	1640.276	1118.394	1226.305	1392.419	1254.7	1251.056	1096.562	978.7325	1014.379	1183.962	1076.644	1149.844	1548.841	1389.175	1233.702	1058.52	1262.524	919.3674	1036.439	972.0018	963.0905	1211.303	1199.513	1156.063	1136.953	1559.866	1232.54	1510.755	1300.154	1036.068	1072.534
DAG[FA12:0]	0.6012	0.7085	0.5369	0.7998	0.8606	0.3121	0.2121	0.2936	0.8627	0.3584	0.4349	0.4108	0.2908	0.3455	0.2199	0.2155	0.2403	0.3431	1.1955	0.2509	0.2659	1.8425	0.5692	0.7115	0.1862	0.3209	0.2112	2.0164	6.6254	0.4768	0.1345	0.4202	0.4022	2.132	0.7855	0.4501	0.1958	0.2185	0.2529	0.1044	0.8523	0.1808	0.3004	0.1944	0.2795	0.1371	0.41	0.2522	0.2953	0.1705	0.2651	0.1724	0.187	0.6945	0.2565	0.505	0.4606	0.3381	0.4529
DAG[FA18:2]	16.6331	32.4329	19.6731	16.9055	16.5938	10.3496	14.1389	9.52	17.4339	10.0522	7.1555	6.3361	13.6523	12.375	23.9212	22.5291	8.2666	6.7255	21.3027	8.5741	13.1235	25.1496	24.7925	15.0248	16.2322	18.1241	39.0687	18.7356	29.9018	17.0867	16.6867	11.8344	10.1511	22.3839	15.4961	6.2203	7.9646	3.6425	3.6119	4.6859	23.986	24.4635	8.2281	5.3092	11.8079	12.9645	13.9132	8.5595	6.7253	15.3261	14.6567	6.454	6.9434	37.1013	21.3924	26.2875	12.0135	4.2995	11.7871
TAG[FA18:0]	163.4556	415.278	218.4865	229.8154	125.7679	90.6923	75.0192	70.0822	120.3884	161.7473	66.6239	61.4343	91.3755	98.8729	288.1164	226.9687	111.2219	105.7644	202.5138	57.3643	70.0484	235.5939	206.7554	172.25599999999997	122.9916	121.1619	223.8593	192.2582	623.0654	111.7895	116.1234	164.8606	87.6399	231.0064	156.4813	53.4752	68.0981	49.8038	52.4074	71.727	325.5593	252.2165	68.3807	52.7997	136.7758	99.7794	129.6138	104.0135	67.1257	103.1083	113.9301	103.6362	52.8185	332.606	185.6636	304.2164	151.423	59.0478	132.5538
DAG[FA18:1]	23.2954	46.0004	28.3961	18.4644	20.9839	12.5087	14.6949	11.1149	23.2044	20.7409	14.3465	13.7588	21.3461	16.5079	51.6935	39.5234	19.7241	14.1192	33.2147	14.4926	20.4642	33.4361	32.9909	28.1624	29.8003	26.5661	57.7223	32.3994	71.5708	33.209	31.8418	17.6605	14.4805	30.1865	26.0673	7.5237	10.0923	5.9923	5.3988	11.0472	36.0005	42.0723	14.0298	8.195	19.8964	20.6649	23.2255	11.7979	8.3657	20.8468	20.914	8.4804	7.8059	38.0436	31.4372	34.1991	24.8698	9.9313	18.7859
CE[FA16:1]	45.17	77.4065	42.0239	91.6785	97.1663	88.1822	87.7476	32.0498	41.1897	131.4572	49.7807	68.1956	66.7996	95.0319	119.0236	68.7262	77.2898	84.4417	67.0793	62.8505	68.0993	90.0448	99.5707	131.2449	115.749	187.7905	136.076	68.77600000000001	80.3291	107.4693	116.6678	142.16	115.7522	53.5855	33.2317	84.4754	137.1349	137.6383	107.8622	123.4034	132.4266	101.7642	118.2554	69.907	94.0599	50.8898	64.6198	37.6302	32.0253	90.9576	112.6656	64.6595	49.7225	114.1135	105.2617	96.29	212.9126	160.4934	50.5982
CE[FA22:1]	0.1474	0.2659	0.1288	0.3303	0.3877	0.2395	0.2816	0.2254	0.2341	0.2254	0.1179	0.1788	0.1798	0.1646	0.3127	0.2835	0.2219	0.2866	0.2487	0.1886	0.2712	0.1931	0.2317	0.2063	0.2838	0.3179	0.3534	0.1799	0.2059	0.2197	0.3739	0.2817	0.3449	0.3308	0.3372	0.2696	0.2716	0.3341	0.4086	0.2241	0.2747	0.2616	0.4329	0.2807	0.2211	0.2043	0.1684	0.1215	0.1719	0.3503	0.3978	0.2632	0.2883	0.2156	0.1428	0.134	0.2502	0.2088	0.2802
CE[FA22:5]	1.2528	2.5795	1.6459	1.7055	1.8096	2.327	2.8315	1.4163	1.8623	2.1226	2.3304	2.2926	1.8389	2.1590000000000003	4.6399	4.2958	3.1463	3.7528	2.6441	1.0232	1.5255	3.0099	2.7781	1.5213	2.0499	2.9155	3.2579	1.9041	1.8741	2.4451	3.302	3.4810000000000003	3.1768	2.2863	2.0347	1.3375	1.6549	3.0042	2.7856	1.4728	2.4457	1.7137	3.9739	2.1742	4.0556	1.7993	1.7336	1.205	1.2758	2.722	3.0262	1.766	2.0115	2.8127	2.5177	2.1425	2.8229	2.3461	1.5777
LPE[FA16:1]	0.032	0.0293	0.0165	0.0303	0.0504	0.0289	0.0156	0.0132	0.0149	0.0523	0.0257	0.0212	0.0202	0.0222	0.0253	0.015	0.0311	0.0271	0.0225	0.0411	0.0362	0.0269	0.0368	0.0424	0.0432	0.0335	0.0353	0.0436	0.0473	0.031	0.0369	0.0451	0.042	0.017	0.0155	0.0283	0.0458	0.0327	0.0265	0.0489	0.0926	0.0588	0.0183	0.0158	0.0206	0.03	0.0211	0.0231	0.0138	0.0165	0.0269	0.0276	0.0288	0.0449	0.033	0.0856	0.0796	0.0303	0.0249
MAG[FA18:0]	0.7832	0.6769	1.6249	0.7637	1.4128	0.5534	0.5126	0.5789	1.7338	0.6385	0.7304	0.6977	0.7003	1.0831	0.6155	1.598	0.8778	1.2349	0.6345	0.7645	1.5543	0.6038	0.7026	0.6272	1.456	2.229	1.8568	0.7543	0.8148	0.6604	1.7051	0.7253	0.7608	0.7672	0.7827	0.7295	1.375	1.4692	1.75	0.6932	2.035	1.3919	0.6421	1.3481	1.3799	0.8406	1.2198	0.6638	1.5742	0.8434	1.6048	1.4017	1.4762	1.6909999999999998	1.8486	1.8868	1.5566	1.4659	1.7045
PE[FA22:4]	6.8962	14.568	6.3561	10.1452	9.3238	4.4151	7.1591	2.5132	2.143	9.3329	4.7448	3.7868	11.4206	10.3757	7.1687	3.3814	23.9135	27.8007	5.4574	14.6023	9.5638	7.8966	12.8853	8.1155	9.0668	6.7395	7.7905	6.3704	12.049	9.9752	9.2361	12.8594	14.1167	3.5498	4.4198	9.4441	10.4606	6.6766	4.4235	14.2227	7.8527	8.3631	8.2158	9.7554	12.7593	7.8857	8.8097	6.4278	7.7446	6.8578	9.1724	11.3307	13.213	18.5273	5.7493	7.8001	8.1035	8.5748	10.6918
PE[FA22:5]	7.7694	15.9506	10.0684	7.4849	7.7188	10.4961	10.5619	5.6345	4.9884	10.465	6.4636	5.3315	9.2271	8.3645	11.1055	9.7853	15.6905	15.555	13.212	9.9589	7.8429	9.9668	9.2823	9.2931	11.7884	9.5879	9.7786	8.4236	10.0352	11.3115	9.1906	16.1177	12.0198	7.1736	6.9099	7.5854	9.6802	8.3472	6.0454	10.4006	12.6056	15.8791	9.4772	10.7778	11.1494	8.8272	9.6295	5.375	4.8313	8.7062	11.3445	7.53	9.2486	17.8105	10.5173	16.5638	11.6245	10.630999999999998	7.4339
PI[FA18:0]	25.4838	39.9312	26.9416	37.407	34.6878	25.9004	29.0976	20.0769	26.2513	42.1804	21.0772	18.2351	25.9343	32.3644	45.0667	35.2524	52.6075	39.2424	20.4168	33.5154	37.3317	40.8664	45.2829	34.7988	29.8498	33.8871	43.5306	30.4767	36.806	29.8908	31.4771	37.1869	31.51	25.0808	23.7232	26.4403	24.6177	27.4339	22.7403	45.4002	38.9163	26.814	39.1283	35.0215	24.7746	20.3049	23.3735	25.3529	21.4636	32.8853	39.288	38.8376	40.2736	41.2835	38.7182	36.3246	33.6908	29.794	28.8137
TAG[FA16:0]	872.4378	1799.338	952.2217	809.7810000000002	699.6646	513.9779	456.2259	269.2413	609.5033	927.6451	448.6828	342.0102	626.6644	518.0361	1531.605	1088.044	523.5379	548.8936	1003.129	268.6441	538.7306	1290.964	1401.328	1288.171	923.5804	976.3378	1525.902	1235.958	2747.192	860.4776	909.6494	798.0283	468.75	1020.59	780.9497	315.6512	411.8647	214.6279	227.0933	327.8868	1669.4520000000002	1283.337	438.0747	242.0599	643.4234	618.7869999999998	697.4991	463.7864	289.9224	709.5308	721.1063	357.6335	241.3518	1980.198	1071.336	1747.307	988.355	337.1507	564.8729
Total[FA20:1]	19.3528	39.5557	27.2072	22.0079	22.8326	20.459	22.3997	58.4463	50.077	24.8634	21.0242	18.3262	24.0605	22.4708	37.8554	30.9267	24.3979	22.7235	34.2247	28.7402	28.5204	29.4919	25.926	31.3211	34.0415	24.8188	86.1308	25.3097	38.2514	68.9659	76.5005	27.1441	23.1281	28.3147	36.7018	17.0681	16.316	22.0653	20.3181	20.4429	33.7959	32.3095	25.9623	21.7466	24.8725	20.4898	23.4052	18.9675	17.207	21.5098	21.72	17.8056	16.522000000000002	29.073	29.0563	28.9775	27.6325	19.5853	23.1742
